uid,org,group,a,b,entry,f1,correct,prec_id0.25,prec_id0,prec_examples,status,fnat_6,f1set_6,fnat_8,f1set_8,fnat_10,f1set_10
O75386_Q9HBG6,human,low,Q9HBG6,O75386,8fh3,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.025974025974025976
O75477_O94905,human,confident,O75477,O94905,9vvj,0.916256157635468,True,False,False,,ok,0.6274509803921569,0.810126582278481,0.6557377049180327,0.916256157635468,0.7153179190751445,0.9208400646203554
O75683_Q99848,human,low,O75683,Q99848,8fks,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
O75718_Q32P28,human,confident,O75718,Q32P28,8k17,0.8,True,False,False,,ok,0.7272727272727273,0.8,0.7485380116959064,0.8,0.7756813417190775,0.8527918781725888
O75947_P25705,human,low,O75947,P25705,8h9s,0.2352941176470588,False,True,True,"2WSS,4B2Q,5ARA,5ARE",ok,0.0,0.0,0.0,0.0,0.0,0.0
O75955_Q14254,human,confident,Q14254,O75955,9l3g,0.918918918918919,True,False,False,,ok,0.7064220183486238,0.879492600422833,0.7871198568872988,0.918918918918919,0.8182476466328747,0.9375
O75964_P24539,human,low,P24539,O75964,8h9m,0.8108108108108109,True,True,True,"6TT7,6ZA9,6ZBB,6ZIQ",ok,0.35714285714285715,0.6060606060606061,0.5689655172413793,0.8108108108108109,0.65625,0.8571428571428571
O75964_P56385,human,confident,P56385,O75964,8h9u,0.9421487603305784,True,True,True,"6TT7,6ZA9,6ZBB,6ZIQ",ok,0.8648648648648649,0.918918918918919,0.8571428571428571,0.95,0.9004524886877828,0.9580838323353293
O75971_Q16533,human,confident,O75971,Q16533,7zwd,0.868421052631579,True,False,False,,ok,0.8333333333333334,0.85,0.8604651162790697,0.868421052631579,0.7886178861788617,0.7910447761194029
O76021_P62424,human,low,O76021,P62424,8ine,0.0,False,True,True,"3JCT,4V6W,5JPQ,5OQL",ok,0.0,0.0,0.0,0.0,0.0,0.0
O94874_Q96HY6,human,confident,O94874,Q96HY6,8c0d,0.9433962264150944,True,False,False,,ok,0.6363636363636364,0.8985507246376812,0.8414634146341463,0.9433962264150944,0.883495145631068,0.9620253164556962
O94874_Q96JB5,human,confident,O94874,Q96JB5,8ohd,0.8794326241134752,True,False,False,,ok,0.72,0.8,0.8152173913043478,0.8794326241134752,0.8346456692913385,0.9264069264069265
O94927_Q68CZ6,human,confident,O94927,Q68CZ6,7sqk,0.910699919549477,True,False,False,,ok,0.7357723577235772,0.7785419532324622,0.8268090154211151,0.9105560032232071,0.8143124415341441,0.9112227805695142
O94927_Q9H6D7,human,confident,O94927,Q9H6D7,7sqk,0.4615384615384615,False,False,False,,ok,0.0,0.2564102564102564,0.05504587155963303,0.46788990825688076,0.07971014492753623,0.5650969529085873
O94927_Q9NVX0,human,confident,O94927,Q9NVX0,7sqk,0.0681818181818181,False,False,False,,ok,0.0,0.0,0.0,0.07317073170731707,0.0,0.09022556390977443
O95163_Q9H9T3,human,confident,Q9H9T3,O95163,8ptx,0.8623853211009175,True,True,True,6QK7,ok,0.8235294117647058,0.88,0.9224137931034483,0.9029126213592233,0.8753799392097265,0.9155313351498637
O95210_Q9H0R8,human,confident,Q9H0R8,O95210,8x8a,0.8363636363636363,True,False,False,,ok,0.8888888888888888,0.88,0.7272727272727273,0.9166666666666666,0.7397260273972602,0.8947368421052632
O95229_Q96IY1,human,low,O95229,Q96IY1,8ppr,0.0,False,False,False,,ok,,0.0,0.0,0.0,0.0,0.0
O95456_P25786,human,low,P25786,O95456,8tm6,0.0618556701030927,False,False,False,,ok,0.0,0.10810810810810811,0.0,0.061855670103092786,0.0,0.1
O95456_Q969U7,human,confident,Q969U7,O95456,8tm4,0.8557692307692307,True,False,False,,ok,0.5892857142857143,0.7368421052631579,0.6829268292682927,0.8599033816425121,0.7135802469135802,0.8938906752411575
O95478_Q13823,human,low,O95478,Q13823,8rl2,0.0,False,True,True,"3JCT,6ELZ,6EM1,6EM5",ok,0.0,0.0,0.0,0.0,0.0,0.0
O95478_Q99848,human,low,O95478,Q99848,8fkx,0.0,False,True,True,"6ELZ,6EM1,6EM5,7OHR",ok,0.0,0.0,0.0,0.0,0.0,0.0
O95478_Q9BZE4,human,low,O95478,Q9BZE4,8fl3,0.0,False,True,True,"3JCT,6ELZ,6EM1,6EM5",ok,0.0,0.0,0.0,0.0,0.0,0.0
O95563_Q9Y5U8,human,confident,Q9Y5U8,O95563,9knx,0.6458333333333334,True,False,False,,ok,0.28205128205128205,0.5230769230769231,0.3225806451612903,0.6458333333333334,0.3652173913043478,0.6751592356687898
O95619_Q9NPF5,human,confident,Q9NPF5,O95619,9y3d,0.9591836734693876,True,False,False,,ok,0.9047619047619048,0.954954954954955,0.9393939393939394,0.9690721649484536,0.9076433121019108,0.953405017921147
O95707_Q6NW34,human,confident,O95707,Q6NW34,9uha,0.7333333333333333,True,False,False,,ok,0.6923076923076923,0.631578947368421,0.6363636363636364,0.7674418604651163,0.7692307692307693,0.8571428571428571
O95825_Q6ZMI0,human,low,Q6ZMI0,O95825,7nd2,0.0705882352941176,False,False,False,,ok,0.0,0.0,0.0,0.07058823529411765,0.0,0.12307692307692308
O95831_Q8N4Q1,human,confident,Q8N4Q1,O95831,9gqz,0.6041666666666666,True,False,False,,ok,0.9,0.8421052631578947,0.8163265306122449,0.8656716417910447,0.9099099099099099,0.9444444444444444
P04839_Q9BQA9,human,confident,P04839,Q9BQA9,8kei,0.0952380952380952,False,False,False,,ok,0.0,0.0,0.0,0.07692307692307693,0.0,0.12790697674418605
P04908_P0C0S8,human,confident,P04908,P0C0S8,9be5,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P06576_P18859,human,low,P06576,P18859,8ki3,0.0,False,True,True,"2WSS,4B2Q,5ARA,5ARE",ok,,0.0,0.0,0.0,0.0,0.0
P06576_P36542,human,confident,P06576,P36542,8h9v,0.6268656716417911,True,True,True,"1BMF,1COW,1E1Q,1E1R",ok,0.5,0.43478260869565216,0.6666666666666666,0.6885245901639344,0.7804878048780488,0.8695652173913043
P06576_P48047,human,low,P06576,P48047,8h9e,0.0,False,True,True,"2WSS,4B2Q,5ARA,5ARE",ok,,0.0,0.0,0.0,0.0,0.14285714285714285
P09417_P62942,human,confident,P62942,P09417,9dtw,0.4285714285714285,False,False,False,,ok,0.0,0.2,0.0,0.42857142857142855,0.0125,0.410958904109589
P12956_Q14191,human,low,P12956,Q14191,9hzg,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P13725_P40189,human,confident,P40189,P13725,8v29,0.8636363636363636,True,False,False,,ok,0.6666666666666666,0.84,0.6721311475409836,0.8636363636363636,0.7449664429530202,0.8854961832061069
P13807_P46976,human,confident,P13807,P46976,8cvx,0.8627450980392157,True,False,False,,ok,0.5909090909090909,0.8,0.7105263157894737,0.8686868686868687,0.8711656441717791,0.9066666666666666
P15884_Q15672,human,confident,P15884,Q15672,8osb,0.9090909090909092,True,True,True,"2QL2,2YPA,2YPB",ok,0.76,0.8620689655172413,0.921875,0.967741935483871,0.8922155688622755,0.9496402877697842
P15927_P23025,human,confident,P15927,P23025,9pd4,0.6557377049180327,True,False,False,,ok,0.75,0.8148148148148148,0.6666666666666666,0.6779661016949152,0.6422018348623854,0.7169811320754716
P16383_Q9UBB9,human,confident,P16383,Q9UBB9,9s2e,0.7321428571428571,True,False,False,,ok,0.2926829268292683,0.6507936507936508,0.45054945054945056,0.8020833333333334,0.528344671201814,0.8661971830985915
P17980_Q16401,human,low,P17980,Q16401,9pro,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0392156862745098
P18859_P48047,human,low,P18859,P48047,8h9u,0.0,False,True,True,"2WSS,4B2Q,5ARA,5ARE",ok,0.0,0.0,0.0,0.0,0.0,0.0
P19438_Q15628,human,confident,P19438,Q15628,9vin,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.19672131147540983
P20248_Q9BY12,human,low,Q9BY12,P20248,9hj1,0.15,False,False,False,,ok,0.0,0.18181818181818182,0.0,0.15384615384615385,0.0,0.1935483870967742
P20585_P40692,human,confident,P40692,P20585,9p4b,0.0,False,True,True,"5AKB,5AKC,5AKD,7AIB",ok,0.0,0.0,0.0,0.0,0.0,0.0
P20618_Q9Y244,human,low,Q9Y244,P20618,8yix,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P24539_P48047,human,confident,P24539,P48047,8ki3,0.8461538461538461,True,True,True,"2WSS,4B2Q,5ARA,5ARE",ok,0.1111111111111111,0.5882352941176471,0.4186046511627907,0.868421052631579,0.5811965811965812,0.9137931034482759
P24539_P56385,human,low,P24539,P56385,8h9j,0.4,False,True,True,"6TT7,6ZA9,6ZBB,6ZIQ",ok,0.0,0.4444444444444444,0.0625,0.4,0.1951219512195122,0.6285714285714286
P25789_Q9Y244,human,low,Q9Y244,P25789,8tm5,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P28066_Q9Y244,human,low,Q9Y244,P28066,8yix,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P30049_P36542,human,confident,P36542,P30049,8h9f,0.9380530973451328,True,True,True,"1E79,1H8E,2CK3,2HLD",ok,0.6785714285714286,0.875,0.7901234567901234,0.9369369369369369,0.865,0.9655172413793104
P31040_Q5VUM1,human,low,Q5VUM1,P31040,8dye,0.1666666666666666,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P35998_Q16401,human,low,P35998,Q16401,9pro,0.054054054054054,False,False,False,,ok,0.0,0.0,0.0,0.05405405405405406,0.0,0.05263157894736842
P36873_Q9UQ13,human,confident,P36873,Q9UQ13,7sd0,0.6075949367088608,True,False,False,,ok,0.7142857142857143,0.7741935483870968,0.4489795918367347,0.56,0.49606299212598426,0.6666666666666666
P40429_Q99848,human,confident,Q99848,P40429,8fkq,0.509090909090909,True,True,True,"5Z3G,6ELZ,6EM1,6EM3",ok,1.0,0.5,0.8235294117647058,0.5909090909090909,0.9459459459459459,0.6944444444444444
P40692_Q9Y2M0,human,low,P40692,Q9Y2M0,9woy,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P41743_Q6P1M3,human,low,Q6P1M3,P41743,9ejk,0.09009009009009,False,False,False,,ok,0.0,0.1702127659574468,0.0,0.0970873786407767,0.0,0.12422360248447205
P42695_Q6IBW4,human,confident,P42695,Q6IBW4,9f5w,0.5902777777777778,True,False,False,,ok,0.52,0.5747126436781609,0.5833333333333334,0.7345132743362832,0.6526610644257703,0.8043478260869565
P43358_Q9NS91,human,low,Q9NS91,P43358,9bd3,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P46087_Q8WTT2,human,low,P46087,Q8WTT2,8fkx,0.0,False,True,True,"6ELZ,6EM5,7OHR",ok,0.0,0.0,0.0,0.0,0.0,0.0
P49321_Q9NVP2,human,confident,P49321,Q9NVP2,7v1m,0.0476190476190476,False,True,True,7V6Q,ok,,0.0,0.0,0.16666666666666666,0.0,0.07142857142857142
P49366_P63241,human,low,P49366,P63241,8a0e,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
P49368_Q9H2J4,human,low,P49368,Q9H2J4,8i6j,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P49720_Q9Y244,human,low,Q9Y244,P49720,8tm4,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P49755_Q15363,human,confident,Q15363,P49755,21gl,0.7142857142857143,True,False,False,,ok,0.1724137931034483,0.4074074074074074,0.4864864864864865,0.726027397260274,0.44363636363636366,0.7639484978540773
P49755_Q9Y3A6,human,confident,P49755,Q9Y3A6,21gm,0.2295081967213114,False,False,False,,ok,0.04,0.11538461538461539,0.1038961038961039,0.2413793103448276,0.14583333333333334,0.3384615384615385
P49903_Q2TAL8,human,low,P49903,Q2TAL8,9hjt,0.0769230769230769,False,False,False,,ok,0.0,0.0,0.0,0.05333333333333334,0.0,0.035398230088495575
P49959_Q92878,human,confident,P49959,Q92878,9q9i,0.6153846153846154,True,False,True,,ok,0.5490196078431373,0.7079646017699115,0.4759036144578313,0.6237623762376238,0.5099778270509978,0.6609686609686609
P50990_Q9H2J4,human,low,P50990,Q9H2J4,7nvm,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P50991_Q9H2J4,human,low,P50991,Q9H2J4,8i9q,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
P55072_Q9H867,human,low,P55072,Q9H867,7oat,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P55735_Q6PJI9,human,confident,P55735,Q6PJI9,9oti,0.896551724137931,True,True,True,"5A9Q,6BX3,6VEN,7PEQ",ok,0.6774193548387096,0.8551724137931035,0.837696335078534,0.9236947791164659,0.8189655172413793,0.9034090909090909
P55735_Q9NXC5,human,low,Q9NXC5,P55735,9lvj,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.11428571428571428
P55854_Q5W0Q7,human,low,Q5W0Q7,P55854,7zju,0.1111111111111111,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P56279_Q9Y6K1,human,low,P56279,Q9Y6K1,9lq1,0.1428571428571428,False,False,False,,ok,0.0,0.0,0.0,0.14285714285714285,0.020202020202020204,0.1917808219178082
P56524_Q02078,human,low,P56524,Q02078,7xuz,0.074074074074074,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P57081_Q9UBP6,human,confident,P57081,Q9UBP6,8eg0,0.9457364341085271,True,True,True,2VDU,ok,0.8260869565217391,0.9,0.8985507246376812,0.9457364341085271,0.8594594594594595,0.9313725490196079
P61163_Q14203,human,low,Q14203,P61163,9b7j,0.0,False,True,True,6ZNL,ok,0.0,0.0,0.0,0.0,0.0,0.0
P61163_Q9NZ32,human,confident,P61163,Q9NZ32,9b7j,0.7391304347826086,True,True,False,"5ADX,5AFU,5NW4,6F1T",ok,0.16666666666666666,0.5263157894736842,0.58,0.7391304347826086,0.5467625899280576,0.8044692737430168
P62136_Q9UQ13,human,confident,P62136,Q9UQ13,7tvf,0.4081632653061224,False,False,False,,ok,0.5882352941176471,0.631578947368421,0.3181818181818182,0.3958333333333333,0.287292817679558,0.48936170212765956
P62195_Q16401,human,low,P62195,Q16401,9pro,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P62333_Q16401,human,low,P62333,Q16401,9pro,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P62424_Q8IY81,human,low,P62424,Q8IY81,8fks,0.0,False,True,True,"6ELZ,6EM5,6YLX,7OHR",ok,0.0,0.0,0.0,0.0,0.0,0.0
P62424_Q9BYG3,human,low,P62424,Q9BYG3,8fkr,0.0,False,True,True,"3JCT,5Z3G,6AH0,6AHD",ok,0.0,0.0,0.0,0.0,0.0,0.0
P63151_Q96E09,human,low,Q96E09,P63151,8so0,0.3888888888888889,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
P63208_Q9UK99,human,confident,Q9UK99,P63208,9kbd,0.9251700680272108,True,False,False,,ok,0.7058823529411765,0.813953488372093,0.8446601941747572,0.9251700680272109,0.9240506329113924,0.9674418604651163
P68431_Q13111,human,low,Q13111,P68431,8iqg,0.0333333333333333,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.02127659574468085
P80370_Q13705,human,low,P80370,Q13705,9d20,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q07817_Q96LC9,human,confident,Q96LC9,Q07817,8iqk,0.4318181818181818,False,True,True,2VOG,ok,0.0,0.40816326530612246,0.058823529411764705,0.4186046511627907,0.11320754716981132,0.4715447154471545
Q13283_Q14694,human,low,Q14694,Q13283,8th6,0.0555555555555555,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q13352_Q71F23,human,low,Q13352,Q71F23,9tax,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q13352_Q7L2Z9,human,low,Q13352,Q7L2Z9,9tax,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q13352_Q9BU64,human,confident,Q13352,Q9BU64,9tax,0.8163265306122449,True,False,False,,ok,0.625,0.8421052631578947,1.0,0.9302325581395349,0.8653846153846154,0.9818181818181818
Q13363_Q96JN0,human,confident,Q13363,Q96JN0,9wrj,0.7755102040816326,True,False,False,,ok,0.6,0.782608695652174,0.7931034482758621,0.8372093023255814,0.7887323943661971,0.9142857142857143
Q13547_Q9UKL0,human,low,Q9UKL0,Q13547,8vrt,0.0,False,True,True,"4BKX,5ICN,7AO8,7AO9",ok,0.0,0.0,0.0,0.0,0.0,0.0
Q13561_Q14203,human,confident,Q14203,Q13561,9b7j,0.2810810810810811,False,True,True,6ZNL,ok,0.09433962264150944,0.2727272727272727,0.14,0.2810810810810811,0.11021505376344086,0.29473684210526313
Q13573_Q96DF8,human,confident,Q96DF8,Q13573,9s2e,0.8828828828828829,True,False,False,,ok,0.6666666666666666,0.7307692307692307,0.847457627118644,0.9074074074074074,0.80625,0.8709677419354839
Q13596_Q9Y5X3,human,confident,Q9Y5X3,Q13596,8afz,0.8869565217391304,True,False,False,,ok,0.6578947368421053,0.7870967741935484,0.7470588235294118,0.8898678414096917,0.7551440329218106,0.9215189873417722
Q14457_Q6ZNE5,human,confident,Q14457,Q6ZNE5,9tz3,0.9377777777777778,True,False,False,,ok,0.7875,0.8045977011494253,0.9181494661921709,0.9547511312217195,0.8979289940828402,0.918429003021148
Q14457_Q96F24,human,low,Q96F24,Q14457,9rx7,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q15007_Q5T200,human,low,Q5T200,Q15007,7vf2,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q15024_Q8TF46,human,low,Q8TF46,Q15024,9g8m,0.6875,True,True,True,"6D6Q,6D6R,6H25",ok,0.25,0.5263157894736842,0.4482758620689655,0.6875,0.5897435897435898,0.7027027027027027
Q15050_Q8TDN6,human,low,Q15050,Q8TDN6,8fkx,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q15050_Q99848,human,confident,Q99848,Q15050,8fkv,0.6746987951807228,True,False,False,,ok,0.45,0.6829268292682927,0.5333333333333333,0.6746987951807228,0.5481927710843374,0.75177304964539
Q15363_Q9BVK6,human,confident,Q15363,Q9BVK6,21gm,0.8,True,False,False,,ok,0.4117647058823529,0.5454545454545454,0.5285714285714286,0.8,0.532258064516129,0.7865168539325843
Q15363_Q9Y3A6,human,confident,Q15363,Q9Y3A6,21gl,0.2040816326530612,False,False,False,,ok,0.0,0.0,0.06451612903225806,0.20408163265306123,0.21782178217821782,0.5
Q15506_Q96C74,human,confident,Q15506,Q96C74,8j07,0.896551724137931,True,False,False,,ok,0.8421052631578947,0.9047619047619048,0.9259259259259259,0.9629629629629629,0.9492753623188406,0.9743589743589743
Q15906_Q9NPF5,human,low,Q9NPF5,Q15906,8xvg,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q15906_Q9Y230,human,low,Q15906,Q9Y230,9y3e,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q15906_Q9Y265,human,low,Q15906,Q9Y265,8x1c,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q16533_Q5SXM2,human,low,Q16533,Q5SXM2,7zwd,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q16533_Q92966,human,confident,Q16533,Q92966,9fsq,0.8365019011406845,True,False,False,,ok,0.5652173913043478,0.782608695652174,0.7395833333333334,0.9053497942386831,0.7758241758241758,0.9144385026737968
Q16777_Q16778,human,confident,Q16778,Q16777,7u0g,0.9661016949152542,True,True,True,"1AOI,1EQZ,1F66,1HIO",ok,0.9295774647887324,0.9305555555555556,0.9510869565217391,0.9661016949152542,0.9410526315789474,0.9935897435897436
Q16878_Q96CX6,human,confident,Q16878,Q96CX6,9t7v,0.8607594936708861,True,False,False,,ok,0.6153846153846154,0.6470588235294118,0.7692307692307693,0.8831168831168831,0.8448275862068966,0.9285714285714286
Q53G59_Q9H4M7,human,low,Q9H4M7,Q53G59,8oio,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q53G59_Q9UBV8,human,low,Q53G59,Q9UBV8,8rbh,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q567U6_Q86VX2,human,low,Q86VX2,Q567U6,8p0w,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
Q567U6_Q86X83,human,confident,Q86X83,Q567U6,8f2u,0.7529411764705882,True,False,False,,ok,0.5714285714285714,0.6486486486486487,0.6938775510204082,0.7804878048780488,0.5984848484848485,0.726027397260274
Q567U6_Q8TCE6,human,confident,Q8TCE6,Q567U6,8p0v,0.5555555555555556,True,False,False,,ok,0.1111111111111111,0.42105263157894735,0.22727272727272727,0.5555555555555556,0.35714285714285715,0.717948717948718
Q567U6_Q9UBI1,human,low,Q9UBI1,Q567U6,8p0w,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
