g1,g2,id1,id2,r,n_lines,pDockQ,ge1,ge2,identity,corum
FNDC9,CLRN2,Q8TBE3,A0PK11,-0.03873182088136673,1178,0.23171648,-0.01507076621055603,-0.018579982221126556,0.1939655172413793,False
SIT1,CLRN2,Q9Y3P8,A0PK11,0.01725769229233265,1178,0.33853863,-0.05106830969452858,-0.018579982221126556,0.17672413793103448,False
UPK2,SLC22A23,O00526,A1A5C7,0.11545927822589874,1178,0.27573117,-0.058885131031274796,-0.021389782428741455,0.08454810495626822,False
SLC22A23,PTTG1IP,A1A5C7,P53801,0.10242966562509537,1178,0.24706906,-0.021389782428741455,0.07913857698440552,0.08600583090379009,False
SGF29,SYCE3,Q96ES7,A1L190,0.034844737499952316,1178,0.35547573,-0.45557448267936707,0.016789395362138748,0.08532423208191127,False
BLOC1S6,SYCE3,Q9UL45,A1L190,-0.008183394558727741,1178,0.31846196,-0.022103847935795784,0.016789395362138748,0.12790697674418605,False
ZMYND10,NUTM2F,O75800,A1L443,-0.08074484765529633,1043,0.23934136,-0.18465374410152435,0.008535885252058506,0.13756613756613756,False
MAL,TMEM213,P21145,A2RRL7,0.046526774764060974,1178,0.31944097,-0.14689840376377106,-0.02126001939177513,0.1830065359477124,False
CD53,TMEM218,P19397,A2RU14,0.007084615994244814,1178,0.28216038,-0.04076395183801651,0.030351826921105385,0.1415525114155251,False
TMEM106C,TMEM218,Q9BVX2,A2RU14,-0.0516139417886734,1178,0.29793473,-0.0027408406604081392,0.030351826921105385,0.148,False
RAB19,KRTAP10-8,A4D1S5,P60410,0.1079205796122551,1178,0.28149872,0.16771642863750458,0.010718057863414288,0.12355212355212356,False
RHOH,MBLAC1,Q15669,A4D2B0,-0.007051732391119003,1178,0.31916783,-0.13963808119297028,-0.24892732501029968,0.18045112781954886,False
TRAPPC12,TRAPPC13,Q8WVT3,A5PLN9,0.3389074206352234,1178,0.72382789,-0.014447139576077461,-0.35501304268836975,0.14829931972789115,False
CCDC88B,LMNB2,A6NC98,Q03252,0.06956499069929123,1178,0.28746628,-0.2479700893163681,0.024937326088547707,0.1348238482384824,False
KCTD9,RCCD1,Q7L273,A6NED2,-0.03357032313942909,1178,0.31365612,-0.0966731607913971,0.050671253353357315,0.1953727506426735,False
CIDEB,SDHAF1,Q9UHD4,A6NFY7,0.08266349881887436,1178,0.27037428,-0.12749436497688293,-0.25947126746177673,0.1643835616438356,False
MYF5,MSGN1,P13349,A6NI15,-0.05134141817688942,1178,0.61081542,-0.09238084405660629,0.04199943691492081,0.2,False
ID1,MSGN1,P41134,A6NI15,-0.012046749703586102,1178,0.56576357,-0.02474992722272873,0.04199943691492081,0.18134715025906736,False
ID2,MSGN1,Q02363,A6NI15,0.16400252282619476,1178,0.52617036,-0.1517462581396103,0.04199943691492081,0.16062176165803108,False
ID3,MSGN1,Q02535,A6NI15,0.09718287736177444,1178,0.56181164,-0.06770389527082443,0.04199943691492081,0.15025906735751296,False
CSTF2,METTL15,P33240,A6NJ78,-0.06608714163303375,1178,0.25348833,-0.17886728048324585,-0.39655038714408875,0.14558058925476602,False
PEF1,METTL15,Q9UBV8,A6NJ78,0.15750062465667725,1178,0.28101011,-0.3296058475971222,-0.39655038714408875,0.14987714987714987,False
USP2,SPDYE4,O75604,A6NLX3,-0.024257326498627663,1178,0.25203775,0.031563907861709595,-0.017529113218188286,0.10743801652892562,False
PPIL1,SPDYE4,Q9Y3C6,A6NLX3,0.08455269783735275,1178,0.28741791,-0.6529818177223206,-0.017529113218188286,0.16455696202531644,False
TMEM97,AQP12B,Q5BJF2,A6NM10,-0.0028990667778998613,1178,0.43031351,-0.22210444509983063,-0.159271240234375,0.19661016949152543,False
TRARG1,AQP12B,Q8IXB3,A6NM10,0.0345744751393795,1178,0.44299323,0.1277216672897339,-0.159271240234375,0.14915254237288136,False
RTL8C,PEG10,A6ZKI3,Q86TG7,0.03932691365480423,1178,0.53797118,-0.050215721130371094,0.09344029426574707,0.05367231638418079,False
SPA17,EFCAB7,Q15506,A8K855,0.06572160124778748,1178,0.64137074,0.10481566935777664,0.012262629345059395,0.07790143084260731,False
FARS2,CYSRT1,O95363,A8MQ03,0.007482751738280058,1059,0.2709175,-0.3320689797401428,-0.140544593334198,0.082039911308204,False
CRYBA1,CYSRT1,P05813,A8MQ03,0.023976529017090797,1059,0.28369481,-0.18114277720451355,-0.140544593334198,0.17209302325581396,False
ERH,CYSRT1,P84090,A8MQ03,0.020775698125362396,1059,0.23763893,-2.0662007331848145,-0.140544593334198,0.1388888888888889,False
FHL3,CYSRT1,Q13643,A8MQ03,-0.015913905575871468,1059,0.25248982,0.016451235860586166,-0.140544593334198,0.14642857142857144,False
EPS8L1,CYSRT1,Q8TE68,A8MQ03,-0.018961837515234947,1059,0.44900876,-0.0728960782289505,-0.140544593334198,0.06639004149377593,False
CTRC,CYSRT1,Q99895,A8MQ03,0.05863182991743088,1059,0.27623027,0.002991237211972475,-0.140544593334198,0.13432835820895522,False
UTP23,CYSRT1,Q9BRU9,A8MQ03,0.012136461213231087,1059,0.43462176,-0.9102650284767151,-0.140544593334198,0.11646586345381527,False
RBM22,CYSRT1,Q9NW64,A8MQ03,-0.05573730170726776,1059,0.28888881,-1.696205735206604,-0.140544593334198,0.10714285714285714,False
TEAD1,VGLL3,P28347,A8MV65,0.13749948143959045,1178,0.65981638,-0.23620983958244324,-0.07925184071063995,0.1572769953051643,False
TEAD4,VGLL3,Q15561,A8MV65,0.01004934310913086,1178,0.68199564,-0.13746291399002075,-0.07925184071063995,0.17050691244239632,False
TEAD2,VGLL3,Q15562,A8MV65,-0.03197591006755829,1178,0.65005847,-0.11164596676826477,-0.07925184071063995,0.16554809843400448,False
TEAD3,VGLL3,Q99594,A8MV65,0.1536000370979309,1178,0.66298052,-0.26483601331710815,-0.07925184071063995,0.15632183908045977,False
MIF4GD,CTIF,A9UHW6,O43310,0.015639187768101692,1178,0.62562302,-0.21558167040348053,0.1624329686164856,0.12876254180602006,False
MIF4GD,EIF3G,A9UHW6,O75821,0.05202373117208481,1178,0.30914154,-0.21558167040348053,-1.2479687929153442,0.175,False
MIF4GD,MKRN3,A9UHW6,Q13064,-0.015391942113637924,1178,0.40578344,-0.21558167040348053,0.0910174697637558,0.11045364891518737,False
DDX19A,MIF4GD,Q9NUU7,A9UHW6,0.007453400641679764,1178,0.4843353,-0.35351473093032837,-0.21558167040348053,0.12343096234309624,False
CHCHD2,MIF4GD,Q9Y6H1,A9UHW6,-0.04207001253962517,1178,0.37100811,-0.36537471413612366,-0.21558167040348053,0.12612612612612611,False
YPEL3,VWC2L,P61236,B2RUY7,-0.0837959349155426,1178,0.43283714,-0.23058579862117767,0.05512363091111183,0.12612612612612611,False
EBP,SMIM1,Q15125,B2RUZ4,0.12328563630580902,1178,0.33484859,0.047918833792209625,-0.027338268235325813,0.09565217391304348,False
SLC26A11,SMIM1,Q86WA9,B2RUZ4,0.036881010979413986,1178,0.30493788,-0.08948992192745209,-0.027338268235325813,0.04785478547854786,False
JAGN1,SMIM1,Q8N5M9,B2RUZ4,0.09714393317699432,1178,0.24313767,0.14854472875595093,-0.027338268235325813,0.12021857923497267,False
TMEM45B,SMIM1,Q96B21,B2RUZ4,-0.041915163397789,1178,0.2723286,0.027050022035837173,-0.027338268235325813,0.06545454545454546,False
SPG21,MYG1,Q9NZD8,F8VQQ3,0.01854039542376995,1178,0.72368511,-0.17563346028327942,-0.29761365056037903,0.18506493506493507,False
NELFCD,CDSN,Q8IXH7,G8JLG2,0.051880620419979095,1178,0.31879445,-0.623820424079895,-0.06659240275621414,,False
UBE2I,DDX39A,P63279,O00148,-0.054249752312898636,1178,0.28430899,-2.037322521209717,-0.17833185195922852,0.0936768149882904,False
PDLIM1,ACTN4,O00151,O43707,0.04246636480093002,1178,0.28143676,-0.054866351187229156,0.02174565941095352,0.10098792535675083,False
ATP6V0E1,GPR25,O15342,O00155,-0.017711464315652847,1178,0.28545505,-0.12486952543258667,-0.09752144664525986,0.09418282548476455,False
KASH5,GPR25,Q8N6L0,O00155,0.04333602637052536,1178,0.23595086,-0.022756360471248627,-0.09752144664525986,0.17437722419928825,False
SLCO4A1,GPR25,Q96BD0,O00155,0.06300053000450134,1178,0.29043356,-0.08656827360391617,-0.09752144664525986,0.17174515235457063,False
CNIH4,GPR25,Q9P003,O00155,-0.0005054724751971662,1178,0.46887707,-0.28919970989227295,-0.09752144664525986,0.10249307479224377,False
EYA2,SNRPC,O00167,P09234,-0.011210831813514233,1178,0.32398607,0.04647773504257202,-0.7879713773727417,0.09479553903345725,False
EYA2,PAX9,O00167,P55771,-0.052154406905174255,1178,0.46448258,0.04647773504257202,-0.006750333588570356,0.15613382899628253,False
EYA2,PIN1,O00167,Q13526,-0.036822911351919174,1178,0.29852263,0.04647773504257202,0.019764717668294907,0.09665427509293681,False
EYA2,RBPMS,O00167,Q93062,-0.11162906140089035,1178,0.31982853,0.04647773504257202,0.02716308832168579,0.10408921933085502,False
AP3M1,AP3B1,Q9Y2T2,O00203,0.0744527205824852,1178,0.7295621,-0.20585140585899353,-0.2270079106092453,0.10329067641681901,True
LGALS8,APEH,O00214,P13798,-0.02932034246623516,1178,0.26587925,0.13327889144420624,-0.13291412591934204,0.12704918032786885,False
LGALS8,PTPRJ,O00214,Q12913,-0.005630926229059696,1178,0.25332285,0.13327889144420624,-0.03569627180695534,0.07703814510097233,False
PSMD5,PSMD9,Q16401,O00233,-0.016645735129714012,1178,0.5522185,-0.042088452726602554,-0.17886120080947876,0.10714285714285714,True
CD53,GET1,P19397,O00258,-0.050684548914432526,1178,0.2539071,-0.04076395183801651,-0.2897394001483917,0.1598173515981735,False
PGRMC1,CIAO1,O00264,O76071,0.026651563122868538,1178,0.51291042,-0.019136853516101837,-1.2104909420013428,0.15339233038348082,False
PGRMC1,ZNF71,O00264,Q9NQZ8,0.06119589880108833,1178,0.35209067,-0.019136853516101837,0.20153088867664337,0.11042944785276074,False
SUPT5H,IPO7,O00267,O95373,0.006077634170651436,1178,0.30148258,-1.4344755411148071,-1.052978515625,0.15915363385464582,False
TAF9B,TAF4,Q9HBM6,O00268,0.0004943189560435712,1178,0.26057227,0.044965293258428574,-0.2973664700984955,0.08847926267281106,True
DBF4B,CDC7,Q8NFT6,O00311,-0.036668550223112106,1178,0.41184619,-0.16999463737010956,-2.2296600341796875,0.2016260162601626,False
PDHB,PDHX,P11177,O00330,0.23773452639579773,1178,0.28056996,-0.1056055948138237,0.005871905479580164,0.16167664670658682,False
ACTR1B,DCTN6,P42025,O00399,0.018885990604758263,1178,0.56445162,-0.2349509447813034,-1.2008799314498901,0.13031914893617022,False
DCTN6,DCTN5,O00399,Q9BTE1,0.3345494866371155,1178,0.52388695,-1.2008799314498901,-1.2223607301712036,0.20526315789473684,False
DCTN6,DCTN4,O00399,Q9UJW0,0.27287209033966064,1178,0.32811815,-1.2008799314498901,-0.8821777701377869,0.12173913043478261,False
SLC7A1,SLC33A1,P30825,O00400,0.01106187142431736,1178,0.28294016,-0.28119662404060364,-0.2703646421432495,0.17965023847376788,False
WIPF1,WASL,O43516,O00401,-0.10371290147304535,1178,0.6561968,0.030071508139371872,-0.05079280957579613,0.24554455445544554,False
WIPF2,WASL,Q8TF74,O00401,0.12400840222835541,1178,0.62223487,-0.16481183469295502,-0.05079280957579613,0.2514851485148515,False
RNF4,TRAF5,P78317,O00463,-0.047920651733875275,1178,0.35925055,-0.5371871590614319,0.005806584842503071,0.0807899461400359,False
TRAF5,THAP7,O00463,Q9BT49,0.049943093210458755,1178,0.24370645,0.005806584842503071,-0.16138873994350433,0.12208258527827648,False
EXOC5,DEUP1,O00471,Q05D60,0.022261619567871094,1178,0.24422325,-0.506615400314331,0.12186944484710693,0.192090395480226,False
EXOC5,EXOC8,O00471,Q8IYI6,0.4270619750022888,1178,0.2786987,-0.506615400314331,-0.41522783041000366,0.1986206896551724,True
EXOC5,EXOC6,O00471,Q8TAG9,0.06801290810108185,1178,0.70229513,-0.506615400314331,-0.048627328127622604,0.20398009950248755,True
ELL2,EAF1,O00472,Q96JC9,0.02515588328242302,1178,0.71770111,-0.1484803706407547,-0.43194735050201416,0.1359375,True
GYPA,CLDN5,P02724,O00501,0.013685657642781734,1178,0.26786521,0.08395333588123322,0.05072591453790665,0.14220183486238533,False
PMP22,CLDN5,Q01453,O00501,-0.01615212857723236,1178,0.26934746,0.05782945081591606,0.05072591453790665,0.16972477064220184,False
TMEM140,CLDN5,Q9NV12,O00501,-0.054965246468782425,1178,0.34736385,0.03094441629946232,0.05072591453790665,0.1926605504587156,False
TECR,CLDN5,Q9NZ01,O00501,-0.032288808375597,1178,0.55376942,-0.18995562195777893,0.05072591453790665,0.1525974025974026,False
CCM2,KRIT1,Q9BSQ5,O00522,0.4373907148838043,1178,0.27838777,-0.024263473227620125,-0.010785908438265324,0.13994565217391305,False
UPK2,ADGRG3,O00526,Q86Y34,-0.03949014097452164,1178,0.25970552,-0.058885131031274796,-0.030487021431326866,0.11657559198542805,False
UPK2,BSCL2,O00526,Q96G97,-0.04384460300207138,1178,0.27810831,-0.058885131031274796,-0.16664136946201324,0.11055276381909548,False
BOP1,PES1,Q14137,O00541,0.21483711898326874,1178,0.72370083,-1.2106263637542725,-1.0728094577789307,0.17024128686327078,True
EBAG9,SLC35A1,O00559,P78382,0.008416284807026386,1178,0.33476639,-0.008415313437581062,-0.10879158973693848,0.1394658753709199,False
SDCBP,RPIA,O00560,P49247,-0.003147629788145423,1178,0.24240749,-0.0705125629901886,-0.3310123682022095,0.1864951768488746,False
CDC34,SDCBP,P49427,O00560,-0.05613340809941292,1178,0.25473963,0.0396389402449131,-0.0705125629901886,0.18120805369127516,False
CDKN2D,SDCBP,P55273,O00560,-0.09434046596288681,1178,0.46813921,-0.05516837164759636,-0.0705125629901886,0.12751677852348994,False
UBE2R2,SDCBP,Q712K3,O00560,0.05197899788618088,1178,0.23853162,-0.12569846212863922,-0.0705125629901886,0.18120805369127516,False
ANP32B,SDCBP,Q92688,O00560,0.11812357604503632,1178,0.33883581,-0.03623073175549507,-0.0705125629901886,0.17114093959731544,False
FBL,NOP56,P22087,O00567,0.156430184841156,1178,0.69860516,-1.1341578960418701,-1.3515470027923584,0.12121212121212122,False
NOP56,SNU13,O00567,P55769,-0.07783307135105133,1178,0.5131427,-1.3515470027923584,-2.4069347381591797,0.0723905723905724,False
MYBBP1A,NOP56,Q9BQG0,O00567,0.10658589750528336,1178,0.2625228,-0.5525110363960266,-1.3515470027923584,0.13478915662650603,False
SOX1,SOX5,O00570,P35711,-0.051437877118587494,1178,0.24673821,0.0839005559682846,-0.06925876438617706,0.1363040629095675,False
PEX12,DNAJC30,O00623,Q96LL9,-0.04231802374124527,1178,0.40190944,-0.05384046956896782,-0.18560028076171875,0.1532033426183844,False
PEX12,CXCL16,O00623,Q9H2A7,-0.03091457486152649,1178,0.26451965,-0.05384046956896782,0.04718900844454765,0.18384401114206128,False
C6orf226,PEX7,Q5I0X4,O00628,0.043163467198610306,1178,0.68343674,-0.08733231574296951,-0.022064324468374252,0.10526315789473684,False
PEX7,PEX13,O00628,Q92968,0.19391730427742004,1178,0.25275217,-0.022064324468374252,-0.12489637732505798,0.1662531017369727,False
PPP6C,PPP6R2,O00743,O75170,0.006016329862177372,1178,0.70854057,-0.3984029293060303,-0.058138202875852585,0.10351966873706005,True
PPP6R3,PPP6C,Q5H9R7,O00743,0.4294542968273163,1178,0.70125646,-0.3412015736103058,-0.3984029293060303,0.10423825887743414,False
PPP6R1,PPP6C,Q9UPN7,O00743,0.12813915312290192,1178,0.7093343,0.10295318812131882,-0.3984029293060303,0.11010215664018161,True
NME4,CDKN2D,O00746,P55273,-0.017121752724051476,1178,0.33885734,0.047875624150037766,-0.05516837164759636,0.19786096256684493,False
NME4,CIB1,O00746,Q99828,0.02213461883366108,1178,0.37545452,0.047875624150037766,-0.0184027012437582,0.14659685863874344,False
NME4,UBL5,O00746,Q9BZL1,0.01707192324101925,1178,0.35879931,0.047875624150037766,-2.6641077995300293,0.10160427807486631,False
PDXK,STIP1,O00764,P31948,0.006088521797209978,1178,0.33698389,-0.15551966428756714,-0.24724973738193512,0.15653775322283608,False
SCD,RNF5,O00767,Q99942,-0.03060375154018402,1177,0.23431648,-0.815825343132019,-0.03679965063929558,0.13649025069637882,False
SCD,CYBC1,O00767,Q9BQA9,0.004286960698664188,1178,0.27073159,-0.815825343132019,0.0799885019659996,0.1309192200557103,False
SPAG4,SCD,Q9NPE6,O00767,0.012184851802885532,1178,0.39198395,-0.20573285222053528,-0.815825343132019,0.18306636155606407,False
SCD,SCN3B,O00767,Q9NY72,0.0348789244890213,1178,0.2493102,-0.815825343132019,0.0030425740405917168,0.13370473537604458,False
SCD,TMX2,O00767,Q9Y320,0.10787142813205719,1178,0.28141988,-0.815825343132019,-0.24872562289237976,0.181058495821727,False
FFAR2,CLDN4,O15552,O14493,0.005195422563701868,1178,0.43037745,-0.1677795797586441,0.039284683763980865,0.15757575757575756,False
MFSD14B,CLDN4,Q5SR56,O14493,0.04048996791243553,1178,0.26732516,-0.10548390448093414,0.039284683763980865,0.12055335968379446,False
CLEC14A,CLDN4,Q86T13,O14493,-0.09551829099655151,1178,0.33727089,-0.06722529232501984,0.039284683763980865,0.1326530612244898,False
SYT2,CLDN4,Q8N9I0,O14493,0.024719661101698875,1178,0.24526435,-0.17453978955745697,0.039284683763980865,0.11694510739856802,False
TMEM237,CLDN4,Q96Q45,O14493,-0.12026938796043396,1178,0.40482445,0.046736832708120346,0.039284683763980865,0.11764705882352941,False
SMYD1,BHLHE40,Q8NB12,O14503,0.004432175308465958,1178,0.24144941,0.0368114598095417,0.06854570657014847,0.1510204081632653,False
SOCS7,CUL5,O14512,Q93034,0.09047239273786545,1178,0.43459875,0.062371108680963516,0.1681215912103653,0.15128205128205127,False
EXOSC8,SOCS7,Q96B26,O14512,0.09391023963689804,1178,0.2682476,-1.1000125408172607,0.062371108680963516,0.14285714285714285,False
OPRM1,C2CD2L,P35372,O14523,0.08164216578006744,1178,0.36255347,0.049531105905771255,0.02948741614818573,0.1359773371104816,False
GJA8,C2CD2L,P48165,O14523,0.03590688854455948,1178,0.34055941,-0.045923665165901184,0.02948741614818573,0.1558073654390935,False
EBP,C2CD2L,Q15125,O14523,0.0489138588309288,1178,0.33599044,0.047918833792209625,0.02948741614818573,0.09915014164305949,False
C2CD2L,MFSD5,O14523,Q6N075,0.04888097941875458,1178,0.25220538,0.02948741614818573,0.04757249727845192,0.1671388101983003,False
ZDHHC15,C2CD2L,Q96MV8,O14523,-0.03454390540719032,1178,0.25245538,0.02028116211295128,0.02948741614818573,0.11473087818696884,False
TXNDC9,MYOG,O14530,P15173,-0.08202207833528519,1178,0.2410171,-0.3365725576877594,0.042906805872917175,0.1504424778761062,False
NDUFAB1,TLX3,O14561,O43711,0.012759525328874588,1178,0.37137386,-0.745480477809906,-0.13718542456626892,0.14776632302405499,False
NDUFAB1,HINFP,O14561,Q9BQA5,-0.028547806665301323,1178,0.48298912,-0.745480477809906,-1.6045206785202026,0.09477756286266925,False
NDUFAB1,LYRM2,O14561,Q9NU23,0.035824988037347794,1177,0.42426056,-0.745480477809906,-0.21009109914302826,0.16666666666666666,False
NDUFAB1,THAP1,O14561,Q9NVV9,0.06468354910612106,1178,0.27041146,-0.745480477809906,-1.1222763061523438,0.17370892018779344,False
CYB561D2,CLDN7,O14569,O95471,0.020068952813744545,1178,0.37932256,-0.055599868297576904,-0.0833858996629715,0.22522522522522523,False
CD79A,CYB561D2,P11912,O14569,-0.016529150307178497,1178,0.28522869,0.13628360629081726,-0.055599868297576904,0.2345132743362832,False
CYB561D2,TMEM154,O14569,Q6P9G4,-0.006300778593868017,1178,0.58907528,-0.055599868297576904,0.07719498127698898,0.12162162162162163,False
CYB561D2,CLEC14A,O14569,Q86T13,0.037702977657318115,1178,0.46765217,-0.055599868297576904,-0.06722529232501984,0.13673469387755102,False
NEDD9,CDC42EP2,Q14511,O14613,-0.021754367277026176,1178,0.32477511,-0.04467349126935005,-0.21748913824558258,0.09112709832134293,False
CASS4,CDC42EP2,Q9NQ75,O14613,-0.0690329298377037,1178,0.23056151,-0.07032588124275208,-0.21748913824558258,0.08778625954198473,False
AP3D1,AP3S1,O14617,Q92572,0.044283702969551086,1178,0.72660998,-0.09577915072441101,-0.10103996098041534,0.06938421509106678,True
BET1,GOSR2,O15155,O14653,0.19987769424915314,1178,0.62254723,-0.371826708316803,-0.8788051009178162,0.1320754716981132,False
GOSR2,STX6,O14653,O43752,-0.0013902339851483703,1178,0.31205137,-0.8788051009178162,-0.01886628195643425,0.2,False
CYB561,GOSR2,P49447,O14653,0.004585822578519583,1178,0.30554422,-0.23183859884738922,-0.8788051009178162,0.1593625498007968,False
GOSR2,STX5,O14653,Q13190,0.3134690821170807,1178,0.64905546,-0.8788051009178162,-1.4793835878372192,0.14647887323943662,False
AQP6,GOSR2,Q13520,O14653,-0.0019878395833075047,1178,0.29348541,-0.07723511010408401,-0.8788051009178162,0.1453900709219858,False
GOSR2,EBP,O14653,Q15125,-0.033833179622888565,1178,0.24510626,-0.8788051009178162,0.047918833792209625,0.1782608695652174,False
CYBRD1,GOSR2,Q53TN4,O14653,-0.004343917593359947,1178,0.34352511,-0.03616389259696007,-0.8788051009178162,0.12937062937062938,False
GOSR2,JAGN1,O14653,Q8N5M9,-0.02010086365044117,1178,0.37652127,-0.8788051009178162,0.14854472875595093,0.1509433962264151,False
GOSR2,GPR152,O14653,Q8TDT2,-0.054447680711746216,1178,0.43154161,-0.8788051009178162,-0.07044405490159988,0.11702127659574468,False
GOSR2,ELOVL4,O14653,Q9GZR5,0.007479129359126091,1178,0.27784887,-0.8788051009178162,-0.08147358149290085,0.12101910828025478,False
GOSR2,MFF,O14653,Q9GZY8,-0.043516527861356735,1178,0.24266873,-0.8788051009178162,0.023023413494229317,0.15789473684210525,False
VAMP4,PTGES,O75379,O14684,-0.1048288494348526,1178,0.3393436,-0.08393599838018417,0.15767860412597656,0.1513157894736842,False
VAPB,PTGES,O95292,O14684,0.03398860991001129,1178,0.26990834,0.08691097795963287,0.15767860412597656,0.1522633744855967,False
PTGES,SERP2,O14684,Q8N6R1,0.04658937081694603,1178,0.24484962,0.15767860412597656,0.055590759962797165,0.14473684210526316,False
PTGES,SMCO4,O14684,Q9NRQ5,0.005995179060846567,1178,0.24769606,0.15767860412597656,-0.006934805307537317,0.07236842105263158,False
CDIPT,FFAR2,O14735,O15552,-0.12101367115974426,1178,0.32794673,-0.5606279373168945,-0.1677795797586441,0.1696969696969697,False
CDIPT,CD79A,O14735,P11912,0.0783277377486229,1178,0.28662646,-0.5606279373168945,0.13628360629081726,0.168141592920354,False
CDIPT,FCGR2A,O14735,P12318,0.06752954423427582,1178,0.31701261,-0.5606279373168945,0.0864534080028534,0.1608832807570978,False
CDIPT,IGFBP6,O14735,P24592,-0.07071200758218765,1178,0.26553136,-0.5606279373168945,-0.10530810803174973,0.14583333333333334,False
CYB561,CDIPT,P49447,O14735,0.0005208320217207074,1178,0.3174848,-0.23183859884738922,-0.5606279373168945,0.18326693227091634,False
CDIPT,BSND,O14735,Q8WZ55,-0.04147687554359436,1178,0.45747336,-0.5606279373168945,-0.09961970150470734,0.15,False
MEIS2,PBX2,O14770,P40425,0.20486555993556976,1178,0.70364307,0.02053215727210045,-0.2074374407529831,0.23689727463312368,False
MEIS2,PBX3,O14770,P40426,0.1476113647222519,1178,0.70429707,0.02053215727210045,0.04496580734848976,0.2180293501048218,False
MEIS2,ITGB3BP,O14770,Q13352,0.08412405848503113,1178,0.2770075,0.02053215727210045,0.09382627159357071,0.09853249475890985,False
NDC80,HGS,O14777,O14964,0.04698096960783005,1178,0.28780278,-1.5184890031814575,-0.7085214853286743,0.14414414414414414,False
NDC80,GOLGA2,O14777,Q08379,0.03680317848920822,1178,0.24933668,-1.5184890031814575,-0.15413284301757812,0.15169660678642716,False
NDC80,KRT27,O14777,Q7Z3Y8,-0.002440590411424637,1178,0.28686486,-1.5184890031814575,-0.003711748169735074,0.17133956386292834,False
NDC80,NDEL1,O14777,Q9GZM8,0.10257866233587265,1178,0.26840844,-1.5184890031814575,-0.0398474745452404,0.1292834890965732,False
NDC80,SPC25,O14777,Q9HBM1,0.3045477867126465,1178,0.34510315,-1.5184890031814575,-1.6654701232910156,0.11214953271028037,True
LRRC25,TSPAN4,Q8N386,O14817,-0.08243197947740555,1178,0.27498571,0.02789611741900444,-0.06833096593618393,0.1737704918032787,False
MAFG,BACH1,O15525,O14867,-0.011254750192165375,1178,0.61560042,-0.16395185887813568,0.05783182010054588,0.08152173913043478,False
BACH1,MAFK,O14867,O60675,-0.01602158136665821,1178,0.63066495,0.05783182010054588,-0.0828932523727417,0.07201086956521739,False
MAFF,BACH1,Q9ULX9,O14867,-0.003237401135265827,1178,0.61611923,-0.1913699358701706,0.05783182010054588,0.08152173913043478,False
BACH1,MAFB,O14867,Q9Y5Q3,0.046777065843343735,1178,0.63771341,0.05783182010054588,0.08888459950685501,0.12092391304347826,False
MGST3,PLN,O14880,P26678,-0.02086416818201542,1059,0.26727337,0.006834151688963175,-0.10797566920518875,0.10526315789473684,False
MGST3,SNORC,O14880,Q6UX34,-0.11113914102315903,1178,0.25640065,0.006834151688963175,-0.10789484530687332,0.17105263157894737,False
